"AC_ID","AV_AIRSPACE_ID","AV_ICAO_STATE_ID","MIN_FLIGHT_LEVEL","MAX_FLIGHT_LEVEL","AV_NAME","SECTOR_TYPE","OBJECTID","WKT"
428,"LFBBZ3","LF",345,365,"BORDEAUX SECTOR Z3","ES",2081510,"POLYGON Z (( -1.78333333 43.58333333 345.00000000, -1.78333333 43.38333333 345.00000000, -1.74027778 43.35500000 345.00000000, -1.72111111 43.31388889 345.00000000, -1.61805556 43.29083333 345.00000000, -1.56638889 43.25388889 345.00000000, -1.51361111 43.29194444 345.00000000, -1.49138889 43.28388889 345.00000000, -1.46666667 43.28750000 345.00000000, -1.45083333 43.05833333 345.00000000, -1.33333333 43.05000000 345.00000000, -1.10805556 43.00916667 345.00000000, -0.97916667 42.97277778 345.00000000, -0.84444444 42.93194444 345.00000000, -0.72777778 42.89638889 345.00000000, -0.65694444 42.87500000 345.00000000, -0.46000000 42.81666667 345.00000000, -0.29500000 42.83833333 345.00000000, -0.24444444 42.78805556 345.00000000, -0.20000000 42.76472222 345.00000000, -0.06666667 42.70000000 345.00000000, 0.15111111 42.73222222 345.00000000, 0.36666667 42.70000000 345.00000000, 0.41666667 42.70000000 345.00000000, 0.64750000 43.49222222 345.00000000, 0.02416667 44.39666667 345.00000000, -0.21611111 44.39888889 345.00000000, -0.71666667 44.81666667 345.00000000, -0.95000000 44.81666667 345.00000000, -1.72000000 44.81666667 345.00000000, -1.75833333 44.20000000 345.00000000, -1.76666667 44.06666667 345.00000000, -2.06666667 43.68333333 345.00000000, -2.01555556 43.66527778 345.00000000, -1.96250000 43.64638889 345.00000000, -1.78333333 43.58333333 345.00000000))"
428,"LFBBZ4","LF",365,999,"BORDEAUX SECTOR Z4","ES",2082740,"POLYGON Z (( -1.78333333 43.58333333 365.00000000, -1.78333333 43.38333333 365.00000000, -1.74027778 43.35500000 365.00000000, -1.72111111 43.31388889 365.00000000, -1.61805556 43.29083333 365.00000000, -1.56638889 43.25388889 365.00000000, -1.51361111 43.29194444 365.00000000, -1.49138889 43.28388889 365.00000000, -1.46666667 43.28750000 365.00000000, -1.45083333 43.05833333 365.00000000, -1.33333333 43.05000000 365.00000000, -1.10805556 43.00916667 365.00000000, -0.97916667 42.97277778 365.00000000, -0.84444444 42.93194444 365.00000000, -0.72777778 42.89638889 365.00000000, -0.65694444 42.87500000 365.00000000, -0.46000000 42.81666667 365.00000000, -0.29500000 42.83833333 365.00000000, -0.24444444 42.78805556 365.00000000, -0.20000000 42.76472222 365.00000000, -0.06666667 42.70000000 365.00000000, 0.15111111 42.73222222 365.00000000, 0.36666667 42.70000000 365.00000000, 0.41666667 42.70000000 365.00000000, 0.64750000 43.49222222 365.00000000, 0.02416667 44.39666667 365.00000000, -0.21611111 44.39888889 365.00000000, -0.71666667 44.81666667 365.00000000, -0.95000000 44.81666667 365.00000000, -1.72000000 44.81666667 365.00000000, -1.75833333 44.20000000 365.00000000, -1.76666667 44.06666667 365.00000000, -2.06666667 43.68333333 365.00000000, -2.01555556 43.66527778 365.00000000, -1.96250000 43.64638889 365.00000000, -1.78333333 43.58333333 365.00000000))"
428,"LFBBL4","LF",365,999,"BORDEAUX SECTOR L4","ES",2082816,"POLYGON Z (( 2.28055556 44.76111111 365.00000000, 2.42777778 44.95972222 365.00000000, 2.36305556 46.18888889 365.00000000, 2.35333333 46.37083333 365.00000000, 1.81416667 46.88166667 365.00000000, 1.46666667 47.16666667 365.00000000, 0.98666667 47.00416667 365.00000000, 0.91361111 46.56361111 365.00000000, 0.91333333 46.52722222 365.00000000, 0.90666667 45.88333333 365.00000000, 1.09777778 45.19333333 365.00000000, 2.28055556 44.76111111 365.00000000))"
428,"LFBBT4","LF",365,999,"BORDEAUX T4","ES",2082961,"POLYGON Z (( 2.62500000 44.51666667 365.00000000, 3.36916667 44.85888889 365.00000000, 4.49166667 45.35833333 365.00000000, 4.22944444 45.68944444 365.00000000, 3.66888889 45.77777778 365.00000000, 3.62083333 45.89916667 365.00000000, 3.36972222 46.52416667 365.00000000, 2.91138889 46.37611111 365.00000000, 2.36305556 46.18888889 365.00000000, 2.42777778 44.95972222 365.00000000, 2.28055556 44.76111111 365.00000000, 2.62500000 44.51666667 365.00000000))"
428,"LFBBR4","LF",365,999,"BORDEAUX R4","ES",2083047,"POLYGON Z (( -0.25000000 46.62583333 365.00000000, -0.25000000 46.50000000 365.00000000, -0.72222222 46.30500000 365.00000000, -0.94194444 46.21333333 365.00000000, -1.66666667 45.98138889 365.00000000, -1.67805556 45.56111111 365.00000000, -1.72000000 44.81666667 365.00000000, -0.95000000 44.81666667 365.00000000, -0.71666667 44.81666667 365.00000000, -0.21611111 44.39888889 365.00000000, 0.02416667 44.39666667 365.00000000, 0.65666667 45.03166667 365.00000000, 1.09777778 45.19333333 365.00000000, 0.90666667 45.88333333 365.00000000, 0.91333333 46.52722222 365.00000000, 0.91361111 46.56361111 365.00000000, 0.98666667 47.00416667 365.00000000, 0.45250000 47.08138889 365.00000000, -0.25000000 47.04444444 365.00000000, -0.25000000 46.62583333 365.00000000))"
428,"LFBBR1","LF",195,295,"BORDEAUX R1 195-275-295","ES",2084108,"POLYGON Z (( -0.25000000 46.62583333 195.00000000, -0.25000000 46.50000000 195.00000000, -0.72222222 46.30500000 195.00000000, -0.94194444 46.21333333 195.00000000, -1.66666667 45.98138889 195.00000000, -1.67805556 45.56111111 195.00000000, -1.72000000 44.81666667 195.00000000, -0.95000000 44.81666667 195.00000000, -0.71666667 44.81666667 195.00000000, -0.21611111 44.39888889 195.00000000, 0.02416667 44.39666667 195.00000000, 0.65666667 45.03166667 195.00000000, 1.09777778 45.19333333 195.00000000, 0.90666667 45.88333333 195.00000000, 0.91333333 46.52722222 195.00000000, 0.91361111 46.56361111 195.00000000, 0.98666667 47.00416667 195.00000000, 0.45250000 47.08138889 195.00000000, -0.25000000 47.04444444 195.00000000, -0.25000000 46.62583333 195.00000000))"
428,"LFBBL2","LF",295,345,"BORDEAUX SECTOR L2","ES",2084118,"POLYGON Z (( 2.28055556 44.76111111 295.00000000, 2.42777778 44.95972222 295.00000000, 2.36305556 46.18888889 295.00000000, 2.35333333 46.37083333 295.00000000, 1.81416667 46.88166667 295.00000000, 1.46666667 47.16666667 295.00000000, 0.98666667 47.00416667 295.00000000, 0.91361111 46.56361111 295.00000000, 0.91333333 46.52722222 295.00000000, 0.90666667 45.88333333 295.00000000, 1.09777778 45.19333333 295.00000000, 2.28055556 44.76111111 295.00000000))"
428,"LFBBH2","LF",295,345,"BORDEAUX SECTOR H2","ES",2083466,"POLYGON Z (( 3.36916667 44.85888889 295.00000000, 2.62500000 44.51666667 295.00000000, 1.47222222 43.91944444 295.00000000, 1.67833333 42.61750000 295.00000000, 1.72805556 42.50444444 295.00000000, 2.00833333 42.36694444 295.00000000, 2.10027778 42.38166667 295.00000000, 2.10472222 42.38250000 295.00000000, 2.16666667 42.38333333 295.00000000, 2.21638889 42.43333333 295.00000000, 2.53333333 42.40000000 295.00000000, 2.69166667 42.41666667 295.00000000, 2.83222222 42.45138889 295.00000000, 2.90750000 42.46583333 295.00000000, 2.98305556 42.48027778 295.00000000, 3.12833333 42.43222222 295.00000000, 3.16666667 42.43333333 295.00000000, 3.17638889 42.43277778 295.00000000, 3.20083333 42.43111111 295.00000000, 3.89194444 43.60305556 295.00000000, 4.02222222 43.80416667 295.00000000, 4.11666667 43.95000000 295.00000000, 4.22194444 44.08500000 295.00000000, 4.27361111 44.43166667 295.00000000, 3.36916667 44.85888889 295.00000000))"
428,"LFBBX3","LF",345,365,"BORDEAUX SECTOR  X3","ES",2083467,"POLYGON Z (( 0.02416667 44.39666667 345.00000000, 0.64750000 43.49222222 345.00000000, 1.47222222 43.91944444 345.00000000, 2.62500000 44.51666667 345.00000000, 2.28055556 44.76111111 345.00000000, 1.09777778 45.19333333 345.00000000, 0.65666667 45.03166667 345.00000000, 0.02416667 44.39666667 345.00000000))"
428,"LFBBT2","LF",295,345,"BORDEAUX  T2","ES",2084146,"POLYGON Z (( 2.62500000 44.51666667 295.00000000, 3.36916667 44.85888889 295.00000000, 4.49166667 45.35833333 295.00000000, 4.22944444 45.68944444 295.00000000, 3.66888889 45.77777778 295.00000000, 3.62083333 45.89916667 295.00000000, 3.36972222 46.52416667 295.00000000, 2.91138889 46.37611111 295.00000000, 2.36305556 46.18888889 295.00000000, 2.42777778 44.95972222 295.00000000, 2.28055556 44.76111111 295.00000000, 2.62500000 44.51666667 295.00000000))"
428,"LFBBP3","LF",345,365,"BORDEAUX SECTOR P3","ES",2083144,"POLYGON Z (( 1.69083333 47.83055556 345.00000000, 1.67777778 47.77333333 345.00000000, 1.65555556 47.65861111 345.00000000, 1.63333333 47.55027778 345.00000000, 1.46666667 47.16666667 345.00000000, 1.81416667 46.88166667 345.00000000, 2.35333333 46.37083333 345.00000000, 2.36305556 46.18888889 345.00000000, 2.91138889 46.37611111 345.00000000, 3.36972222 46.52416667 345.00000000, 3.50000000 46.56666667 345.00000000, 3.06500000 47.31388889 345.00000000, 2.83277778 47.73416667 345.00000000, 2.61027778 48.13333333 345.00000000, 1.78222222 48.13333333 345.00000000, 1.76638889 48.11027778 345.00000000, 1.75861111 48.08333333 345.00000000, 1.75361111 48.06833333 345.00000000, 1.75083333 48.05916667 345.00000000, 1.73000000 47.99888889 345.00000000, 1.71527778 47.95361111 345.00000000, 1.70722222 47.91555556 345.00000000, 1.69083333 47.83055556 345.00000000))"
428,"LFBBN3","LF",345,365,"BORDEAUX SECTOR N3  345-365","ES",2084187,"POLYGON Z (( 0.55833333 42.69305556 345.00000000, 0.73333333 42.85000000 345.00000000, 0.75000000 42.84527778 345.00000000, 0.86194444 42.81583333 345.00000000, 0.99722222 42.77472222 345.00000000, 1.11388889 42.77527778 345.00000000, 1.22944444 42.72444444 345.00000000, 1.37500000 42.69444444 345.00000000, 1.48361111 42.61611111 345.00000000, 1.64583333 42.61722222 345.00000000, 1.67833333 42.61750000 345.00000000, 1.47222222 43.91944444 345.00000000, 0.64750000 43.49222222 345.00000000, 0.41666667 42.70000000 345.00000000, 0.55833333 42.69305556 345.00000000))"
428,"LFBBP2","LF",295,345,"BORDEAUX SECTOR P2","ES",2084316,"POLYGON Z (( 1.69083333 47.83055556 295.00000000, 1.67777778 47.77333333 295.00000000, 1.65555556 47.65861111 295.00000000, 1.63333333 47.55027778 295.00000000, 1.46666667 47.16666667 295.00000000, 1.81416667 46.88166667 295.00000000, 2.35333333 46.37083333 295.00000000, 2.36305556 46.18888889 295.00000000, 2.91138889 46.37611111 295.00000000, 3.36972222 46.52416667 295.00000000, 3.50000000 46.56666667 295.00000000, 3.06500000 47.31388889 295.00000000, 2.83277778 47.73416667 295.00000000, 2.61027778 48.13333333 295.00000000, 1.78222222 48.13333333 295.00000000, 1.76638889 48.11027778 295.00000000, 1.75861111 48.08333333 295.00000000, 1.75361111 48.06833333 295.00000000, 1.75083333 48.05916667 295.00000000, 1.73000000 47.99888889 295.00000000, 1.71527778 47.95361111 295.00000000, 1.70722222 47.91555556 295.00000000, 1.69083333 47.83055556 295.00000000))"
428,"LFBBN2","LF",295,345,"BORDEAUX SECTOR N2  295-345","ES",2083279,"POLYGON Z (( 0.55833333 42.69305556 295.00000000, 0.73333333 42.85000000 295.00000000, 0.75000000 42.84527778 295.00000000, 0.86194444 42.81583333 295.00000000, 0.99722222 42.77472222 295.00000000, 1.11388889 42.77527778 295.00000000, 1.22944444 42.72444444 295.00000000, 1.37500000 42.69444444 295.00000000, 1.48361111 42.61611111 295.00000000, 1.64583333 42.61722222 295.00000000, 1.67833333 42.61750000 295.00000000, 1.47222222 43.91944444 295.00000000, 0.64750000 43.49222222 295.00000000, 0.41666667 42.70000000 295.00000000, 0.55833333 42.69305556 295.00000000))"
428,"LFBBBN","LF",145,155,"BORDEAUX SECTOR BN","ES",2083287,"POLYGON Z (( -1.67805556 45.56111111 145.00000000, -1.72000000 44.81666667 145.00000000, -0.95000000 44.81666667 145.00000000, -0.71666667 44.81666667 145.00000000, 0.16666667 45.13333333 145.00000000, 0.23888889 45.20583333 145.00000000, 0.09416667 45.50000000 145.00000000, -0.15055556 45.66666667 145.00000000, -0.32555556 45.83972222 145.00000000, -0.72222222 46.30500000 145.00000000, -0.89083333 46.50000000 145.00000000, -1.13333333 46.50000000 145.00000000, -1.35083333 46.50000000 145.00000000, -1.43111111 46.50000000 145.00000000, -1.58333333 46.50000000 145.00000000, -1.63333333 46.50000000 145.00000000, -1.66666667 45.98138889 145.00000000, -1.67805556 45.56111111 145.00000000))"
428,"LFBBBN","LF",155,195,"BORDEAUX SECTOR BN","ES",2083951,"POLYGON Z (( -1.67805556 45.56111111 155.00000000, -1.72000000 44.81666667 155.00000000, -0.95000000 44.81666667 155.00000000, -0.71666667 44.81666667 155.00000000, 0.16666667 45.13333333 155.00000000, 0.23888889 45.20583333 155.00000000, 0.09416667 45.50000000 155.00000000, -0.15055556 45.66666667 155.00000000, -0.32555556 45.83972222 155.00000000, -0.72222222 46.30500000 155.00000000, -0.94194444 46.21333333 155.00000000, -1.66666667 45.98138889 155.00000000, -1.67805556 45.56111111 155.00000000))"
428,"LFBBP1","LF",195,265,"BORDEAUX SECTOR P1","ES",2084211,"POLYGON Z (( 3.06500000 47.31388889 195.00000000, 2.43416667 47.17888889 195.00000000, 1.84750000 46.89777778 195.00000000, 1.81416667 46.88166667 195.00000000, 2.35333333 46.37083333 195.00000000, 2.36305556 46.18888889 195.00000000, 2.91138889 46.37611111 195.00000000, 3.36972222 46.52416667 195.00000000, 3.50000000 46.56666667 195.00000000, 3.06500000 47.31388889 195.00000000))"
428,"LFBBTZ","LF",145,195,"BORDEAUX TZ SECTOR  000-195","ES",2083379,"POLYGON Z (( -1.78333333 43.38333333 145.00000000, -1.74027778 43.35500000 145.00000000, -1.72111111 43.31388889 145.00000000, -1.61805556 43.29083333 145.00000000, -1.56638889 43.25388889 145.00000000, -1.51361111 43.29194444 145.00000000, -1.49138889 43.28388889 145.00000000, -1.46666667 43.28750000 145.00000000, -1.45083333 43.05833333 145.00000000, -1.33333333 43.05000000 145.00000000, -1.10805556 43.00916667 145.00000000, -0.97916667 42.97277778 145.00000000, -0.84444444 42.93194444 145.00000000, -0.72777778 42.89638889 145.00000000, -0.65694444 42.87500000 145.00000000, -0.46000000 42.81666667 145.00000000, -0.29500000 42.83833333 145.00000000, -0.24444444 42.78805556 145.00000000, -0.20000000 42.76472222 145.00000000, -0.06666667 42.70000000 145.00000000, 0.15111111 42.73222222 145.00000000, 0.36666667 42.70000000 145.00000000, 0.41666667 42.70000000 145.00000000, 0.55833333 42.69305556 145.00000000, 0.73333333 42.85000000 145.00000000, 0.75000000 42.84527778 145.00000000, 0.86194444 42.81583333 145.00000000, 0.99722222 42.77472222 145.00000000, 1.11388889 42.77527778 145.00000000, 1.22944444 42.72444444 145.00000000, 1.37500000 42.69444444 145.00000000, 1.48361111 42.61611111 145.00000000, 1.64583333 42.61722222 145.00000000, 1.48333333 43.48333333 145.00000000, 1.31666667 43.68333333 145.00000000, 1.30000000 44.25416667 145.00000000, 1.28000000 44.50111111 145.00000000, 1.12611111 44.50000000 145.00000000, 1.03388889 44.50027778 145.00000000, 0.60611111 44.50000000 145.00000000, 0.57972222 44.50000000 145.00000000, 0.23888889 45.20583333 145.00000000, 0.16666667 45.13333333 145.00000000, -0.71666667 44.81666667 145.00000000, -0.95000000 44.81666667 145.00000000, -1.72000000 44.81666667 145.00000000, -1.75833333 44.20000000 145.00000000, -1.76666667 44.06666667 145.00000000, -1.78333333 43.58333333 145.00000000, -1.78333333 43.38333333 145.00000000))"
428,"LFBBT1","LF",195,295,"BORDEAUX T1","ES",2084232,"POLYGON Z (( 2.62500000 44.51666667 195.00000000, 3.36916667 44.85888889 195.00000000, 4.49166667 45.35833333 195.00000000, 4.22944444 45.68944444 195.00000000, 3.66888889 45.77777778 195.00000000, 3.62083333 45.89916667 195.00000000, 3.36972222 46.52416667 195.00000000, 2.91138889 46.37611111 195.00000000, 2.36305556 46.18888889 195.00000000, 2.42777778 44.95972222 195.00000000, 2.28055556 44.76111111 195.00000000, 2.62500000 44.51666667 195.00000000))"
428,"LFBBTG","LF",145,195,"BORDEAUX SECTOR TG","ES",2082852,"POLYGON Z (( 2.27500000 43.00000000 145.00000000, 2.57222222 43.25833333 145.00000000, 2.70694444 43.21250000 145.00000000, 2.71666667 43.71666667 145.00000000, 2.81666667 44.02388889 145.00000000, 2.60555556 44.05833333 145.00000000, 1.71666667 44.50000000 145.00000000, 1.36361111 44.50000000 145.00000000, 1.28000000 44.50111111 145.00000000, 1.30000000 44.25416667 145.00000000, 1.31666667 43.68333333 145.00000000, 1.48333333 43.48333333 145.00000000, 1.64583333 42.61722222 145.00000000, 1.67833333 42.61750000 145.00000000, 1.72805556 42.50444444 145.00000000, 2.00833333 42.36694444 145.00000000, 2.10027778 42.38166667 145.00000000, 2.10472222 42.38250000 145.00000000, 2.16666667 42.38333333 145.00000000, 2.21638889 42.43333333 145.00000000, 2.53333333 42.40000000 145.00000000, 2.69166667 42.41666667 145.00000000, 2.75000000 42.58333333 145.00000000, 2.60000000 42.71222222 145.00000000, 2.27500000 43.00000000 145.00000000))"
428,"LFBBR2","LF",295,345,"BORDEAUX R2","ES",2082597,"POLYGON Z (( -0.25000000 46.62583333 295.00000000, -0.25000000 46.50000000 295.00000000, -0.72222222 46.30500000 295.00000000, -0.94194444 46.21333333 295.00000000, -1.66666667 45.98138889 295.00000000, -1.67805556 45.56111111 295.00000000, -1.72000000 44.81666667 295.00000000, -0.95000000 44.81666667 295.00000000, -0.71666667 44.81666667 295.00000000, -0.21611111 44.39888889 295.00000000, 0.02416667 44.39666667 295.00000000, 0.65666667 45.03166667 295.00000000, 1.09777778 45.19333333 295.00000000, 0.90666667 45.88333333 295.00000000, 0.91333333 46.52722222 295.00000000, 0.91361111 46.56361111 295.00000000, 0.98666667 47.00416667 295.00000000, 0.45250000 47.08138889 295.00000000, -0.25000000 47.04444444 295.00000000, -0.25000000 46.62583333 295.00000000))"
